Request_ID,Request_Timestamp,Request_Time,Day_Of_Week,Pickup_Area,Traffic_Level,Drivers_Available,Ride_Type,Weather,Wait_Time_Minutes
R000278,2025-05-04 15:33:00,15:33,Sunday,Airport,Medium,21.0,Standard,Clear,15.0
R000279,2025-07-28 19:27:00,19:27,Monday,Suburb,High,10.0,Standard,Rainy,32.0
R000280,2025-06-22 10:14:00,10:14,Sunday,Suburb,Medium,13.0,Standard,Clear,15.0
R000281,2025-06-16 17:52:00,17:52,Monday,Residential,High,11.0,Standard,Rainy,23.0
R000282,2025-06-15 11:17:00,11:17,Sunday,Suburb,Medium,13.0,Standard,Clear,15.0
R000283,2025-05-29 21:34:00,21:34,Thursday,City_Center,Medium,26.0,Standard,Clear,12.0
R000284,2025-05-31 10:57:00,10:57,Saturday,Suburb,Medium,8.0,Standard,Clear,17.0
R000285,2025-07-12 15:46:00,15:46,Saturday,City_Center,Medium,18.0,Premium,Clear,16.0
R000286,2025-06-17 14:10:00,14:10,Tuesday,Suburb,Medium,9.0,Standard,Rainy,23.0
R000287,2025-06-25 00:55:00,00:55,Wednesday,Airport,Low,9.0,Standard,Clear,18.0
R000288,2025-07-04 07:47:00,07:47,Friday,City_Center,High,21.0,Standard,Rainy,17.0
R000289,2025-05-03 23:42:00,23:42,Saturday,City_Center,Low,17.0,Shared,Clear,10.0
R000290,2025-05-04 08:05:00,08:05,Sunday,Residential,High,9.0,Premium,Clear,19.0
R000291,2025-05-19 10:13:00,10:13,Monday,City_Center,Medium,20.0,Standard,Clear,10.0
R000292,2025-06-10 06:28:00,06:28,Tuesday,Industrial,Medium,5.0,Standard,Clear,19.0
R000293,2025-05-22 11:59:00,11:59,Thursday,City_Center,Medium,25.0,Shared,Rainy,11.0
R000294,2025-07-11 06:15:00,06:15,Friday,City_Center,Medium,20.0,Standard,Clear,15.0
R000295,2025-05-25 05:03:00,05:03,Sunday,Airport,Low,14.0,Standard,Rainy,16.0
R000296,2025-05-04 13:05:00,13:05,Sunday,University,Medium,12.0,Standard,Clear,14.0
R000297,2025-06-22 03:19:00,03:19,Sunday,Residential,Low,7.0,Standard,Rainy,17.0
R000298,2025-06-20 21:48:00,21:48,Friday,Airport,Medium,13.0,Premium,Clear,18.0
R000299,2025-07-17 12:58:00,12:58,Thursday,Airport,Medium,16.0,Standard,Rainy,16.0
R000300,2025-05-05 15:01:00,15:01,Monday,City_Center,Medium,17.0,Premium,Clear,15.0
R000301,2025-06-19 01:52:00,01:52,Thursday,Industrial,Low,7.0,Standard,Clear,19.0
R000302,2025-06-19 10:18:00,10:18,Thursday,Industrial,Medium,13.0,Standard,Clear,13.0
R000303,2025-06-28 00:51:00,00:51,Saturday,Suburb,Low,6.0,Premium,Clear,14.0
R000304,2025-05-21 23:56:00,23:56,Wednesday,Airport,Low,14.0,Standard,Clear,10.0
R000305,2025-07-18 13:10:00,13:10,Friday,City_Center,Medium,21.0,Standard,Stormy,23.0
R000306,2025-05-23 23:30:00,23:30,Friday,Suburb,Low,14.0,Standard,Clear,11.0
R000307,2025-07-20 14:19:00,14:19,Sunday,Industrial,Medium,5.0,Standard,Clear,17.0
R000308,2025-05-03 08:47:00,08:47,Saturday,Mall,High,12.0,Standard,Rainy,18.0
R000309,2025-06-19 23:29:00,23:29,Thursday,Suburb,Low,7.0,Standard,Rainy,18.0
R000310,2025-06-23 21:08:00,21:08,Monday,Suburb,Medium,10.0,Standard,Clear,15.0
R000311,2025-05-16 22:06:00,22:06,Friday,University,Low,13.0,Premium,Rainy,12.0
R000312,2025-05-06 03:16:00,03:16,Tuesday,Industrial,Low,1.0,Standard,Clear,20.0
R000313,2025-06-10 23:22:00,23:22,Tuesday,City_Center,Low,17.0,Standard,Clear,9.0
R000314,2025-06-23 00:39:00,00:39,Monday,Suburb,Low,6.0,Standard,Clear,20.0
R000315,2025-05-10 23:09:00,23:09,Saturday,City_Center,Low,24.0,Standard,Clear,11.0
R000316,2025-05-29 12:44:00,12:44,Thursday,Residential,Medium,16.0,Premium,Clear,16.0
R000317,2025-06-28 17:21:00,17:21,Saturday,Residential,High,16.0,Standard,Clear,21.0
R000318,2025-07-20 06:22:00,06:22,Sunday,City_Center,Medium,21.0,Standard,Rainy,15.0
R000319,2025-06-15 07:32:00,07:32,Sunday,Residential,High,14.0,Premium,Clear,20.0
R000320,2025-07-17 03:09:00,03:09,Thursday,Mall,Low,9.0,Shared,Rainy,15.0
R000321,2025-05-12 19:12:00,19:12,Monday,Suburb,High,9.0,Standard,Stormy,35.0
R000322,2025-05-29 13:43:00,13:43,Thursday,Mall,Medium,6.0,Premium,Clear,15.0
R000323,2025-07-17 09:38:00,09:38,Thursday,City_Center,High,16.0,Standard,Clear,9.0
R000324,2025-07-11 06:26:00,06:26,Friday,Residential,Medium,15.0,Standard,Rainy,18.0
R000325,2025-06-18 06:59:00,06:59,Wednesday,University,Medium,11.0,Standard,Clear,13.0
R000326,2025-06-09 13:42:00,13:42,Monday,City_Center,Medium,21.0,Standard,Rainy,13.0
R000327,2025-07-20 10:43:00,10:43,Sunday,Suburb,Medium,6.0,Standard,Clear,16.0
R000328,2025-06-12 18:05:00,18:05,Thursday,Suburb,High,5.0,Standard,Clear,22.0
R000329,2025-07-26 11:56:00,11:56,Saturday,Residential,Medium,15.0,Standard,Clear,17.0
R000330,2025-05-07 07:23:00,07:23,Wednesday,Mall,High,17.0,Standard,Clear,19.0
R000331,2025-05-12 19:48:00,19:48,Monday,City_Center,High,29.0,Standard,Clear,12.0
R000332,2025-07-19 04:46:00,04:46,Saturday,City_Center,Low,7.0,Standard,Rainy,16.0
R000333,2025-05-13 06:06:00,06:06,Tuesday,City_Center,Medium,19.0,Standard,Rainy,18.0
R000334,2025-06-30 19:27:00,19:27,Monday,City_Center,High,25.0,Premium,Clear,18.0
R000335,2025-06-16 16:55:00,16:55,Monday,Airport,High,12.0,Premium,Rainy,19.0
R000336,2025-05-19 12:05:00,12:05,Monday,Airport,Medium,17.0,Standard,Rainy,15.0
R000337,2025-05-03 07:49:00,07:49,Saturday,Industrial,High,6.0,Standard,Clear,25.0
R000338,2025-07-11 00:51:00,00:51,Friday,Mall,Low,5.0,Standard,Rainy,20.0
R000339,2025-06-09 10:30:00,10:30,Monday,City_Center,Medium,12.0,Premium,Clear,15.0
R000340,2025-05-12 00:37:00,00:37,Monday,University,Low,7.0,Shared,Rainy,18.0
R000341,2025-05-31 12:11:00,12:11,Saturday,Residential,Medium,15.0,Shared,Clear,12.0
R000342,2025-06-04 13:50:00,13:50,Wednesday,University,Medium,7.0,Premium,Rainy,21.0
R000343,2025-07-23 20:39:00,20:39,Wednesday,Suburb,Medium,9.0,Standard,Clear,14.0
R000344,2025-07-05 00:53:00,00:53,Saturday,Industrial,Low,3.0,Standard,Clear,18.0
R000345,2025-05-27 13:48:00,13:48,Tuesday,Industrial,Medium,10.0,Standard,Clear,16.0
R000346,2025-05-03 09:17:00,09:17,Saturday,Suburb,High,8.0,Standard,Clear,17.0
R000347,2025-06-17 23:52:00,23:52,Tuesday,City_Center,Low,15.0,Premium,Rainy,12.0
R000348,2025-05-21 02:56:00,02:56,Wednesday,Industrial,Low,6.0,Shared,Clear,15.0
R000349,2025-06-21 20:16:00,20:16,Saturday,Industrial,Medium,9.0,Standard,Clear,12.0
R000350,2025-05-07 19:02:00,19:02,Wednesday,Mall,High,16.0,Standard,Clear,14.0
R000351,2025-06-20 02:01:00,02:01,Friday,Suburb,Low,6.0,Standard,Rainy,25.0
R000352,2025-06-14 17:55:00,17:55,Saturday,City_Center,High,16.0,Standard,Clear,19.0
R000353,2025-06-15 23:50:00,23:50,Sunday,Industrial,Low,9.0,Standard,Rainy,16.0
R000354,2025-06-02 18:51:00,18:51,Monday,City_Center,High,18.0,Standard,Clear,18.0
R000355,2025-06-05 05:49:00,05:49,Thursday,Airport,Low,12.0,Standard,Clear,8.0
R000356,2025-05-17 01:37:00,01:37,Saturday,City_Center,Low,14.0,Premium,Stormy,19.0
R000357,2025-05-06 19:06:00,19:06,Tuesday,Residential,High,23.0,Standard,Rainy,19.0
R000358,2025-05-21 03:29:00,03:29,Wednesday,Suburb,Low,4.0,Premium,Clear,19.0
R000359,2025-06-07 01:47:00,01:47,Saturday,City_Center,Low,11.0,Shared,Clear,11.0
R000360,2025-06-03 19:40:00,19:40,Tuesday,Industrial,High,7.0,Standard,Clear,21.0
R000361,2025-06-18 02:15:00,02:15,Wednesday,University,Low,7.0,Standard,Rainy,19.0
R000362,2025-06-30 17:00:00,17:00,Monday,Industrial,High,10.0,Standard,Rainy,25.0
R000363,2025-06-27 17:49:00,17:49,Friday,Mall,High,17.0,Standard,Rainy,24.0
R000364,2025-07-15 17:47:00,17:47,Tuesday,Industrial,High,11.0,Standard,Clear,19.0
R000365,2025-05-12 04:01:00,04:01,Monday,City_Center,Low,5.0,Standard,Clear,16.0
R000366,2025-05-18 04:20:00,04:20,Sunday,City_Center,Low,12.0,Standard,Clear,13.0
R000367,2025-07-01 14:18:00,14:18,Tuesday,Suburb,Medium,9.0,Standard,Clear,16.0
R000368,2025-05-06 07:21:00,07:21,Tuesday,Industrial,High,11.0,Standard,Rainy,27.0
R000369,2025-07-16 01:25:00,01:25,Wednesday,Mall,Low,11.0,Standard,Clear,16.0
R000370,2025-07-28 07:38:00,07:38,Monday,Industrial,High,6.0,Standard,Clear,23.0
R000371,2025-06-17 05:19:00,05:19,Tuesday,Suburb,Low,5.0,Shared,Clear,17.0
R000372,2025-07-27 18:53:00,18:53,Sunday,City_Center,High,21.0,Standard,Rainy,14.0
R000373,2025-05-11 10:19:00,10:19,Sunday,City_Center,Medium,14.0,Standard,Clear,10.0
R000374,2025-06-02 20:40:00,20:40,Monday,Airport,Medium,25.0,Standard,Stormy,24.0
R000375,2025-05-21 03:22:00,03:22,Wednesday,Residential,Low,8.0,Standard,Clear,18.0
R000376,2025-05-24 20:06:00,20:06,Saturday,Mall,Medium,21.0,Standard,Clear,10.0
R000377,2025-06-24 21:58:00,21:58,Tuesday,University,Medium,12.0,Standard,Rainy,14.0
R000378,2025-06-18 19:30:00,19:30,Wednesday,Residential,High,11.0,Shared,Rainy,23.0
R000379,2025-07-23 09:26:00,09:26,Wednesday,City_Center,High,14.0,Standard,Clear,17.0
R000380,2025-05-09 07:10:00,07:10,Friday,Suburb,High,10.0,Shared,Rainy,27.0
R000381,2025-06-07 17:00:00,17:00,Saturday,Mall,High,13.0,Premium,Clear,13.0
R000382,2025-05-05 19:12:00,19:12,Monday,City_Center,High,19.0,Standard,Clear,21.0
R000383,2025-06-10 17:35:00,17:35,Tuesday,Mall,High,20.0,Standard,Rainy,22.0
R000384,2025-06-03 12:37:00,12:37,Tuesday,Mall,Medium,12.0,Shared,Clear,13.0
R000385,2025-07-13 01:58:00,01:58,Sunday,University,Low,5.0,Standard,Stormy,24.0
R000386,2025-07-02 09:57:00,09:57,Wednesday,Residential,High,12.0,Standard,Clear,16.0
R000387,2025-05-17 16:10:00,16:10,Saturday,City_Center,High,19.0,Premium,Rainy,17.0
R000388,2025-06-22 16:07:00,16:07,Sunday,Residential,High,10.0,Standard,Clear,23.0
R000389,2025-06-05 12:56:00,12:56,Thursday,Residential,Medium,15.0,Standard,Clear,14.0
R000390,2025-06-05 07:50:00,07:50,Thursday,Industrial,High,9.0,Standard,Rainy,25.0
R000391,2025-05-13 13:27:00,13:27,Tuesday,Residential,Medium,12.0,Standard,Clear,15.0
R000392,2025-05-20 02:19:00,02:19,Tuesday,Residential,Low,5.0,Standard,Rainy,20.0
R000393,2025-06-20 11:44:00,11:44,Friday,University,Medium,18.0,Standard,Clear,11.0
R000394,2025-07-22 00:00:00,00:00,Tuesday,Suburb,Low,9.0,Standard,Clear,16.0
R000395,2025-07-25 14:39:00,14:39,Friday,Airport,Medium,16.0,Shared,Clear,15.0
R000396,2025-05-16 12:00:00,12:00,Friday,City_Center,Medium,25.0,Standard,Clear,11.0
R000397,2025-05-06 01:27:00,01:27,Tuesday,Suburb,Low,3.0,Standard,Clear,21.0
R000398,2025-07-14 03:20:00,03:20,Monday,Industrial,Low,2.0,Premium,Clear,21.0
R000399,2025-05-10 19:10:00,19:10,Saturday,Suburb,High,16.0,Standard,Clear,22.0
R000400,2025-05-31 06:58:00,06:58,Saturday,Industrial,Medium,9.0,Premium,Rainy,21.0
R000401,2025-05-18 09:11:00,09:11,Sunday,Suburb,High,8.0,Standard,Clear,22.0
R000402,2025-06-10 22:14:00,22:14,Tuesday,City_Center,Low,12.0,Standard,Rainy,15.0
R000403,2025-06-16 12:29:00,12:29,Monday,University,Medium,14.0,Standard,Clear,17.0
R000404,2025-05-24 20:56:00,20:56,Saturday,Residential,Medium,18.0,Shared,Clear,16.0
R000405,2025-07-19 13:20:00,13:20,Saturday,City_Center,Medium,28.0,Standard,Clear,10.0
R000406,2025-07-28 07:38:00,07:38,Monday,Suburb,High,10.0,Shared,Rainy,23.0
R000407,2025-07-28 07:22:00,07:22,Monday,City_Center,High,13.0,Standard,Clear,12.0
R000408,2025-06-09 17:46:00,17:46,Monday,Industrial,High,9.0,Standard,Rainy,22.0
R000409,2025-06-14 15:36:00,15:36,Saturday,Residential,Medium,12.0,Standard,Clear,13.0
R000410,2025-07-22 16:44:00,16:44,Tuesday,City_Center,High,13.0,Standard,Clear,18.0
R000411,2025-07-13 06:34:00,06:34,Sunday,City_Center,Medium,23.0,Premium,Clear,12.0
R000412,2025-05-01 09:13:00,09:13,Thursday,City_Center,High,13.0,Shared,Rainy,23.0
R000413,2025-05-27 11:44:00,11:44,Tuesday,Mall,Medium,18.0,Standard,Rainy,12.0
R000414,2025-05-22 21:25:00,21:25,Thursday,City_Center,Medium,22.0,Standard,Clear,9.0
R000415,2025-05-28 04:56:00,04:56,Wednesday,Residential,Low,7.0,Standard,Clear,19.0
R000416,2025-06-17 19:18:00,19:18,Tuesday,City_Center,High,22.0,Standard,Clear,20.0
R000417,2025-06-04 09:06:00,09:06,Wednesday,University,High,12.0,Shared,Clear,14.0
R000418,2025-05-03 04:31:00,04:31,Saturday,Mall,Low,7.0,Standard,Clear,12.0
R000419,2025-06-07 01:11:00,01:11,Saturday,City_Center,Low,15.0,Standard,Clear,12.0
R000420,2025-07-29 04:29:00,04:29,Tuesday,City_Center,Low,11.0,Standard,Clear,7.0
R000421,2025-06-13 06:39:00,06:39,Friday,City_Center,Medium,12.0,Standard,Clear,16.0
R000422,2025-05-05 15:11:00,15:11,Monday,Industrial,Medium,11.0,Premium,Clear,12.0
R000423,2025-07-13 14:44:00,14:44,Sunday,City_Center,Medium,24.0,Standard,Clear,11.0
R000424,2025-05-07 00:12:00,00:12,Wednesday,Airport,Low,8.0,Standard,Clear,16.0
R000425,2025-07-28 17:37:00,17:37,Monday,Suburb,High,13.0,Standard,Rainy,26.0
R000426,2025-06-11 18:54:00,18:54,Wednesday,Industrial,High,9.0,Shared,Clear,20.0
R000427,2025-06-26 23:24:00,23:24,Thursday,Airport,Low,18.0,Standard,Clear,12.0
R000428,2025-07-24 00:17:00,00:17,Thursday,Industrial,Low,3.0,Standard,Clear,23.0
R000429,2025-05-29 08:59:00,08:59,Thursday,Suburb,High,11.0,Premium,Clear,24.0
R000430,2025-07-20 09:22:00,09:22,Sunday,Mall,High,11.0,Standard,Clear,19.0
R000431,2025-07-02 09:02:00,09:02,Wednesday,Suburb,High,13.0,Shared,Rainy,17.0
R000432,2025-06-05 14:58:00,14:58,Thursday,Residential,Medium,8.0,Standard,Rainy,20.0
R000433,2025-06-09 06:18:00,06:18,Monday,Airport,Medium,17.0,Standard,Clear,15.0
R000434,2025-05-21 20:48:00,20:48,Wednesday,Mall,Medium,13.0,Premium,Clear,9.0
R000435,2025-06-22 20:25:00,20:25,Sunday,University,Medium,22.0,Standard,Clear,12.0
R000436,2025-05-16 00:43:00,00:43,Friday,Industrial,Low,0.0,Standard,Clear,26.0
R000437,2025-06-15 06:51:00,06:51,Sunday,Residential,Medium,14.0,Standard,Rainy,20.0
R000438,2025-05-09 23:36:00,23:36,Friday,Residential,Low,11.0,Standard,Clear,15.0
R000439,2025-05-03 00:25:00,00:25,Saturday,University,Low,6.0,Standard,Rainy,17.0
R000440,2025-05-23 04:25:00,04:25,Friday,Airport,Low,7.0,Standard,Clear,15.0
R000441,2025-05-13 22:40:00,22:40,Tuesday,City_Center,Low,17.0,Shared,Clear,11.0
R000442,2025-06-07 18:59:00,18:59,Saturday,City_Center,High,16.0,Shared,Clear,17.0
R000443,2025-06-03 17:50:00,17:50,Tuesday,City_Center,High,15.0,Standard,Clear,19.0
R000444,2025-05-26 13:12:00,13:12,Monday,City_Center,Medium,19.0,Standard,Clear,11.0
R000445,2025-06-01 00:20:00,00:20,Sunday,Residential,Low,10.0,Premium,Clear,17.0
R000446,2025-05-20 10:22:00,10:22,Tuesday,Suburb,Medium,14.0,Standard,Clear,21.0
R000447,2025-06-15 10:44:00,10:44,Sunday,Suburb,Medium,11.0,Standard,Clear,15.0
R000448,2025-06-24 02:53:00,02:53,Tuesday,City_Center,Low,12.0,Standard,Clear,13.0
R000449,2025-05-09 23:16:00,23:16,Friday,Suburb,Low,11.0,Standard,Clear,11.0
R000450,2025-06-20 02:41:00,02:41,Friday,Residential,Low,7.0,Standard,Clear,14.0
R000451,2025-06-26 18:10:00,18:10,Thursday,City_Center,High,13.0,Standard,Clear,19.0
R000452,2025-07-19 03:16:00,03:16,Saturday,Airport,Low,6.0,Standard,Clear,18.0
R000453,2025-06-14 02:15:00,02:15,Saturday,Industrial,Low,2.0,Standard,Clear,21.0
R000454,2025-06-07 02:54:00,02:54,Saturday,Residential,Low,9.0,Standard,Rainy,20.0
R000455,2025-07-07 12:36:00,12:36,Monday,Suburb,Medium,13.0,Standard,Clear,19.0
R000456,2025-05-12 10:48:00,10:48,Monday,Industrial,Medium,5.0,Premium,Clear,21.0
R000457,2025-07-29 18:18:00,18:18,Tuesday,City_Center,High,21.0,Shared,Stormy,24.0
R000458,2025-05-10 13:19:00,13:19,Saturday,University,Medium,5.0,Standard,Clear,13.0
R000459,2025-07-19 17:37:00,17:37,Saturday,City_Center,High,21.0,Standard,Clear,11.0
R000460,2025-07-04 19:53:00,19:53,Friday,Residential,High,9.0,Premium,Rainy,19.0
R000461,2025-05-12 18:12:00,18:12,Monday,University,High,14.0,Shared,Clear,17.0
R000462,2025-06-21 19:13:00,19:13,Saturday,City_Center,High,25.0,Standard,Clear,16.0
R000463,2025-06-20 20:13:00,20:13,Friday,Residential,Medium,10.0,Premium,Clear,20.0
R000464,2025-07-25 10:53:00,10:53,Friday,Mall,Medium,13.0,Standard,Clear,10.0
R000465,2025-07-03 15:09:00,15:09,Thursday,Airport,Medium,18.0,Standard,Clear,12.0
R000466,2025-06-26 21:59:00,21:59,Thursday,City_Center,Medium,12.0,Standard,Rainy,17.0
R000467,2025-05-19 09:09:00,09:09,Monday,University,High,10.0,Premium,Clear,21.0
R000468,2025-05-30 20:39:00,20:39,Friday,University,Medium,15.0,Premium,Clear,16.0
R000469,2025-07-24 06:29:00,06:29,Thursday,Airport,Medium,13.0,Standard,Clear,14.0
R000470,2025-07-21 04:49:00,04:49,Monday,University,Low,11.0,Standard,Rainy,19.0
R000471,2025-05-24 00:03:00,00:03,Saturday,City_Center,Low,9.0,Standard,Clear,16.0
R000472,2025-05-26 07:45:00,07:45,Monday,Residential,High,13.0,Standard,Clear,25.0
R000473,2025-06-05 23:50:00,23:50,Thursday,Suburb,Low,10.0,Shared,Rainy,16.0
R000474,2025-06-25 12:16:00,12:16,Wednesday,City_Center,Medium,22.0,Premium,Stormy,18.0
R000475,2025-07-19 19:41:00,19:41,Saturday,Residential,High,17.0,Standard,Rainy,21.0
R000476,2025-06-27 05:13:00,05:13,Friday,Suburb,Low,5.0,Standard,Rainy,18.0
R000477,2025-06-01 16:21:00,16:21,Sunday,Mall,High,11.0,Premium,Clear,16.0
R000478,2025-05-02 14:49:00,14:49,Friday,University,Medium,6.0,Standard,Clear,15.0
R000479,2025-07-12 14:10:00,14:10,Saturday,City_Center,Medium,18.0,Premium,Clear,9.0
R000480,2025-07-21 05:05:00,05:05,Monday,Suburb,Low,5.0,Standard,Stormy,27.0
R000481,2025-06-18 06:34:00,06:34,Wednesday,Industrial,Medium,9.0,Standard,Clear,11.0
R000482,2025-06-15 00:41:00,00:41,Sunday,City_Center,Low,11.0,Standard,Clear,13.0
R000483,2025-07-22 10:24:00,10:24,Tuesday,Suburb,Medium,8.0,Standard,Clear,19.0
R000484,2025-06-24 12:26:00,12:26,Tuesday,Suburb,Medium,8.0,Standard,Clear,17.0
R000485,2025-05-12 12:04:00,12:04,Monday,Residential,Medium,13.0,Standard,Clear,14.0
R000486,2025-07-16 19:36:00,19:36,Wednesday,University,High,18.0,Standard,Rainy,17.0
R000487,2025-07-02 15:56:00,15:56,Wednesday,Residential,Medium,14.0,Premium,Clear,9.0
R000488,2025-06-04 22:55:00,22:55,Wednesday,Residential,Low,15.0,Premium,Clear,8.0
R000489,2025-07-13 03:21:00,03:21,Sunday,Suburb,Low,8.0,Shared,Clear,17.0
R000490,2025-05-22 15:53:00,15:53,Thursday,City_Center,Medium,18.0,Shared,Clear,11.0
R000491,2025-05-10 16:47:00,16:47,Saturday,Residential,High,18.0,Standard,Clear,16.0
R000492,2025-06-19 15:53:00,15:53,Thursday,City_Center,Medium,26.0,Standard,Rainy,14.0
R000493,2025-06-04 02:24:00,02:24,Wednesday,Suburb,Low,3.0,Shared,Clear,21.0
R000494,2025-05-16 20:15:00,20:15,Friday,City_Center,Medium,19.0,Standard,Clear,14.0
R000495,2025-06-05 02:01:00,02:01,Thursday,Residential,Low,6.0,Premium,Clear,15.0
R000496,2025-06-30 05:01:00,05:01,Monday,City_Center,Low,17.0,Premium,Clear,12.0
R000497,2025-07-14 23:26:00,23:26,Monday,Airport,Low,15.0,Premium,Clear,11.0
R000498,2025-05-17 06:09:00,06:09,Saturday,Residential,Medium,11.0,Standard,Rainy,15.0
R000499,2025-07-28 06:49:00,06:49,Monday,City_Center,Medium,21.0,Standard,Clear,15.0
R000500,2025-05-01 12:50:00,12:50,Thursday,Mall,Medium,14.0,Shared,Stormy,21.0
R000501,2025-05-12 02:41:00,02:41,Monday,University,Low,5.0,Standard,Clear,16.0
R000502,2025-05-03 15:52:00,15:52,Saturday,City_Center,Medium,18.0,Standard,Clear,8.0
R000503,2025-07-12 10:48:00,10:48,Saturday,Residential,Medium,7.0,Standard,Rainy,17.0
R000504,2025-07-22 19:38:00,19:38,Tuesday,City_Center,High,21.0,Premium,Clear,14.0
R000505,2025-05-19 07:22:00,07:22,Monday,Mall,High,14.0,Standard,Clear,23.0
R000506,2025-07-23 18:14:00,18:14,Wednesday,Suburb,High,12.0,Standard,Clear,18.0
R000507,2025-07-14 13:44:00,13:44,Monday,City_Center,Medium,17.0,Standard,Clear,12.0
R000508,2025-07-27 09:43:00,09:43,Sunday,Suburb,High,10.0,Shared,Rainy,30.0
R000509,2025-05-22 00:37:00,00:37,Thursday,Mall,Low,5.0,Standard,Clear,17.0
R000510,2025-05-01 18:12:00,18:12,Thursday,City_Center,High,16.0,Standard,Clear,20.0
R000511,2025-06-22 01:45:00,01:45,Sunday,Residential,Low,3.0,Premium,Clear,21.0
R000512,2025-06-13 18:51:00,18:51,Friday,Airport,High,16.0,Standard,Clear,21.0
R000513,2025-05-10 21:04:00,21:04,Saturday,City_Center,Medium,28.0,Standard,Clear,14.0
R000514,2025-07-14 06:01:00,06:01,Monday,Industrial,Medium,6.0,Premium,Clear,14.0
R000515,2025-05-08 09:35:00,09:35,Thursday,Suburb,High,11.0,Standard,Clear,18.0
R000516,2025-05-17 05:26:00,05:26,Saturday,Residential,Low,1.0,Standard,Clear,17.0
R000517,2025-07-09 14:26:00,14:26,Wednesday,Airport,Medium,13.0,Standard,Clear,13.0
R000518,2025-05-07 20:04:00,20:04,Wednesday,University,Medium,13.0,Standard,Rainy,18.0
R000519,2025-07-02 16:04:00,16:04,Wednesday,Residential,High,13.0,Standard,Rainy,18.0
R000520,2025-06-06 00:06:00,00:06,Friday,Suburb,Low,4.0,Premium,Clear,17.0
R000521,2025-07-07 22:12:00,22:12,Monday,Suburb,Low,9.0,Standard,Rainy,19.0
R000522,2025-07-03 06:16:00,06:16,Thursday,Industrial,Medium,8.0,Standard,Rainy,23.0
R000523,2025-05-07 08:40:00,08:40,Wednesday,University,High,14.0,Standard,Clear,21.0
R000524,2025-05-16 08:33:00,08:33,Friday,Industrial,High,6.0,Standard,Clear,22.0
R000525,2025-07-28 18:44:00,18:44,Monday,Suburb,High,11.0,Standard,Clear,21.0
R000526,2025-05-14 20:32:00,20:32,Wednesday,Suburb,Medium,13.0,Standard,Clear,19.0
R000527,2025-06-05 16:38:00,16:38,Thursday,City_Center,High,17.0,Standard,Clear,21.0
R000528,2025-07-12 06:07:00,06:07,Saturday,Industrial,Medium,6.0,Standard,Clear,15.0
R000529,2025-05-11 13:37:00,13:37,Sunday,University,Medium,7.0,Standard,Clear,15.0
R000530,2025-05-01 06:49:00,06:49,Thursday,University,Medium,13.0,Standard,Clear,12.0
R000531,2025-05-09 16:58:00,16:58,Friday,Airport,High,11.0,Standard,Clear,21.0
R000532,2025-05-25 10:47:00,10:47,Sunday,Residential,Medium,13.0,Standard,Clear,13.0
R000533,2025-05-15 20:03:00,20:03,Thursday,Mall,Medium,18.0,Standard,Clear,10.0
R000534,2025-06-27 19:39:00,19:39,Friday,City_Center,High,25.0,Premium,Rainy,21.0
R000535,2025-05-24 03:41:00,03:41,Saturday,Industrial,Low,0.0,Shared,Clear,22.0
R000536,2025-07-11 05:43:00,05:43,Friday,City_Center,Low,14.0,Shared,Clear,13.0
R000537,2025-07-10 05:03:00,05:03,Thursday,Airport,Low,9.0,Standard,Clear,14.0
R000538,2025-06-15 08:51:00,08:51,Sunday,Suburb,High,10.0,Standard,Clear,24.0
R000539,2025-05-18 11:00:00,11:00,Sunday,University,Medium,11.0,Standard,Stormy,22.0
R000540,2025-07-06 02:49:00,02:49,Sunday,Mall,Low,8.0,Shared,Clear,13.0
R000541,2025-07-02 08:57:00,08:57,Wednesday,Suburb,High,9.0,Premium,Clear,23.0
R000542,2025-05-24 12:02:00,12:02,Saturday,Airport,Medium,14.0,Standard,Clear,16.0
R000543,2025-07-23 02:25:00,02:25,Wednesday,University,Low,10.0,Standard,Clear,12.0
R000544,2025-05-31 09:37:00,09:37,Saturday,Mall,High,26.0,Shared,Clear,21.0
R000545,2025-07-29 21:20:00,21:20,Tuesday,Airport,Medium,27.0,Standard,Clear,12.0
R000546,2025-06-07 09:02:00,09:02,Saturday,University,High,6.0,Premium,Clear,24.0
R000547,2025-06-12 22:50:00,22:50,Thursday,Suburb,Low,11.0,Premium,Rainy,15.0
R000548,2025-05-08 05:26:00,05:26,Thursday,City_Center,Low,14.0,Standard,Rainy,15.0
R000549,2025-07-11 23:26:00,23:26,Friday,Industrial,Low,6.0,Standard,Clear,16.0
R000550,2025-05-05 05:02:00,05:02,Monday,Residential,Low,7.0,Standard,Rainy,15.0
